	text	sentiment
904	 He was creepy for me at first, but I did really grow to like him. I cried like a baby when he and Tosh died.	0
905	_ really!? that son of a ****, screw him, ill talk to on msn later k  xox	0
906	 We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!	1
907	 I always hope they will die out but then i see the the old ones and it makes me sad	0
908	 thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves	0
909	 don`t follow me. You will ruin my twitter experience	0
910	Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.	0
911	Weetabix and Choco milk  Yum!	1
912	 me too!	0
913	I`m sad to have lost another person close to me to cancer	0
914	_me Thanks! Kinda bittersweet though	0
915	_Nutbar Good morning  how are you? #TwitterTakeover	1
916	First time to Twitter..	0
917	Captain Jack is back	0
918	_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..	0
919	Internet, you were so fast! And now you are so slow! Where did the fast connection go?	0
920	 6 am.  you?	0
921	30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!	0
922	this weather makes my fingers numb / still waiting	0
923	 LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!	1
924	DONE--IT`S SUMMER!!!	0
925	 I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too	0
926	http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha	1
927	 Its WoW! effect  Thanks for the update.	1
928	got up at 8 today, and also misses his friend 	0
929	catching up on my reading... twitter n BF break	0
930	 No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.	0
931	  my thoughts dwell on a certain person	0
932	Transition time is over; tonight I work night shift. I woke up at 1330.	0
933	Gonna go to work with my honey today!!!! So exciting!!!	1
934	_ aww thats too bad you lost it though	0
935	 this my new more private acc. Will only use it for close twitter friends	0
936	I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.	0
937	 actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations	0
938	_x How did your Geo ISU go? I swear I just had the worse day ever..	0
939	And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!	0
940	 tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar	0
941	_tdh Can you install ruby, gems and rails on keep? Please?	0
942	Out for ultimate training. looking forward to the sunset!	1
943	going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo	1
944	 Good to see you back. Sorry that happened to you	0
945	My 1st Mothers Day Tomorrow	0
946	'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers	1
947	 I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!	0
948	 It`s not gonna storm!  because I said so!	0
949	 I broke my ipod	0
950	_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted	0
951	 Haha and you should! State pride is important	1
952	 Ugh, did you just say your friend might have swine flu? OMG, why?	0
953	 haha no problem, it`s fun isn`****	1
954	Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.	1
955	finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!	1
956	 that sucks  booo.	0
957	Hates untalented **** being mean to my talented friends	0
958	looks like we`re rained out for weekend climbing	0
959	Is Google Maps not working for anyone else?	0
960	 oh ****!!	0
961	 i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours	0
962	 Jesus heals	1
963	 It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol	0
964	 werd. that`s very true	0
965	 Your birthday? WELL Happy birthday	1
966	Without wings again	0
967	 did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!	1
968	Night twitterland x I have to be up in five hours  sigh	0
969	 Happy birthday in 2 hours and 54 minuets  Haha	1
970	lunch break`s over, going back to work....	0
971	Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!	1
972	 Hayley Williams is pretty much amazzing	1
973	 the app said i need 12.1.5 or later	0
974	 --Nothing	0
975	is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!	0
976	 not really having a good night... missing my little girl...	0
977	  miss you captain	0
978	Im sending this to my mother!  http://bit.ly/1aa1RF	0
979	 OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx	0
980	 i am public and can`t get anyone to follow me	0
981	 Until  brings back our EVERYONE button, access PT @ http://twitter.com/public_timeline or link in bottom of Settings.	0
982	 Boring? Who you been talking to? Lol not me  ( no ****)	0
983	  I know, right? I guess the oldest doesn`t hold rank on field trips anymore.	0
984	just signed up..so, hello twitter world, here I am	0
985	 I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.	0
986	 heading over to xbox  will go shopping 2morrow	0
987	 I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking	0
988	is excited!  http://plurk.com/p/stk04	1
989	 hmmm really??? that`s weird idk about that one  sowwy	0
990	 oh that looks boring  and even more boring you have an exam on a saturday	0
991	Practice was a beast today. Not going to see Julian tonight	0
992	Getting somewhere with my first 'real' KiokuDB and catalyst app, yay	0
993	 Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....	1
994	 i think my niece got me sickee  lame.	0
995	Rise and shine  Time to get prettifide.	1
996	 I tried sooooo hard to work from home today, but failed  Not my fault though.	0
997	 Gosh I`ve a stinky old headache. Maybe I should have lunchfast	0
998	Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them	0
999	bout 2 have 1 more drink then imma head in da house	0
1000	i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back	0
1001	I love my life  Ni night twitter!<3	1
1002	 We knew what what you meant!	0
1003	Succesfully following Tayla!!	1
1004	my new phrase is `you never doubt mo williams`   six game win streak!	0
1005	 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there	1
1006	 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!	0
1007	trying to learn to tweet!!  it`s all good I hope..	1
1008	Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.	0
1009	Great, social network sites are still growing	1
1010	 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band	0
1011	I should learn not to walk all day, and then sprint through sprinklers without stretching.	0
1012	 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!	1
1013	 I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol	0
1014	  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.	0
1015	some of my new followers are pretty cool tweeps; check `em out.	1
1016	no work today! went shopping, and now relaxing  &learning for the toefl	1
1017	Is off to watch arsenal v chelsea today	0
1018	He`s getting ear tubes in about an hour so no food	0
1019	 yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha	0
1020	left the bases loaded...	0
1021	 Cowboy westerns...haven`t seen those in a while. good luck	1
1022	 It`s already over? ****!	0
1023	 I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now	0
1024	Doing some test shooting later this afternoon.  Did I mention being in Holland for an indie wine festival this week? My tongue is red.	0
1025	My dad knows i got drunk today. And i didnt get in trouble.	1
1026	 so i`ll excuse your love for the Cavs and the west, even though I don`t share it!	0
1027	 Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****	0
1028	 **** i wanna see the rest!! i only saw like 30 minutes	0
1029	Happy mothers day mom!!!  i love you.	1
1030	burning cd`s,,,,,,,,, **** outa blank disc`s	1
1031	 new album is truly genius, so happy with it	1
1032	 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff	0
1033	 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x	1
1034	crying to A Walk To Remember as usual	0
1035	i only hav 8 followers                 !	0
1036	happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...	1
1037	I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!	1
1038	IT`S MOTHER`S DAY	0
1039	Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!	0
1040	we finally hit 1,000 friends! thanks!	1
1041	 I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.	0
1042	I`m at work....bored out of my mind.	0
1043	watching the notebook	0
1044	 Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time	0
1045	twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways	0
1046	Finally sleep time	0
1047	 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack	1
1048	The Heater blew up	0
1049	 i tried. and failed	0
1050	  just finished mine, some parts were remarkably difficult  cramming kanji now!	0
1051	why is everyones tweets about britains got talent?! i feel left out	0
1052	yay mothers day  i love mi madre	1
1053	They wouldn`t reverse any of my overdraft fees.	0
1054	_N9ne I`m not having a good day	0
1055	i miss the Soulja Boy dance...	0
1056	I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!	0
1057	11 Days left until freedom. I really just want to get through this weekend. I hate essays.	0
1058	  lol you guys are awesome	1
1059	Home, good night world	1
1060	 http://twitpic.com/4vtlm - awww, she is really cute	1
1061	got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!	1
1062	lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one	0
1063	 well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh	0
1064	Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!	1
1065	I put a real pic of myself up. I`m going to miss the avatar.	0
1066	doing my folio work but keep on getting distracted by deb pics	0
1067	sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day	0
1068	I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen	0
1069	Had to take my bad **** dog to the pet hotel....so sad	0
1070	about to hit the sheets.	0
1071	I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !	0
1072	watching Gilmore Girls reruns!! Don`t know what else to do for the day	0
1073	Wow, its hot and miserable. People are probably killing themselves right about now...	0
1074	 Thanks mama ! I absolutely adore her	1
1075	 ohh snapp, have fun	0
1076	Sitting waiting for an exam to start	0
1077	 I don`t think I`ve ever tried peanut butter on toast	0
1078	 i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.	1
1079	Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.	1
1080	we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version	1
1081	  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!	1
1082	gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*	0
1083	 I`m sure she`ll be fine. They`re not as daft as they look (sometime)	0
1084	HA! I`d give Kristen plenty of free hugs! *sigh* if only I could	0
1085	 And, yes. I <3 mac, if only it weren`t so expensive	0
1086	 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.	0
1087	  link isn`t working	0
1088	I just need to go to the bank	0
1089	 you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!	1
1090	_jonas101 WOW they`re totally amazing and they`re more than awesome	1
1091	Just got laid off  stupid economy!	0
1092	http://twitpic.com/67i90 - My plans have been ruined	0
1093	nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!	1
1094	`Wake Up Darling`	0
1095	 oh I know. and I aprreciate it  it can be my back up plan	1
1096	 Yes, I would love some more cowbell!	1
1097	 Umm don`t ya mean ship	0
1098	i really wanna go to australia and england.	0
1099	I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!	0
1100	just had a gym sesh.	0
1101	Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room	0
1102	Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by	0
1103	I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.	0
1104	 what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d	0
1105	is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!	0
1106	I`m gonna cry    I went bad at my History test ! I really hate History  !	0
1107	just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy	0
1108	Going to work	0
1109	 i agree with the whole Hollie thing	0
1110	_ Truetrue  But he`s not! xD	1
1111	Sad I missed  going away party due to too much work, but I really am gonna miss that kid	0
1112	I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!	0
1113	One of the most random phone calls ever. My god kill me now.	0
1114	& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest	1
1115	the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..	0
1116	tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<	1
1117	it makes me sad when people phones are sick	0
1118	taking care of sick children	1
1119	 welcome to my life	1
1120	 Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday	1
1121	 yup! way to **** early and I`m already at work	0
1122	 oh sweet! I`ll definitely check it out when I get the chance...	1
1123	 Youuuu`re an aaass  my aaass loooool	0
1124	I want to ride my bicycle today, but it`s too cold and cloudy today	0
1125	 important person?  who?	0
1126	 That`s not what  said  I like you, too, though.  is going steady with , though.....	0
1127	 Thank you! One day at a time, right?	1
1128	 I missed mine, too. Not fun...	0
1129	via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4	0
1130	let me dream about my spock now goodnight	0
1131	_e thanks for following me. Nice to meet you	1
1132	Danny cut his beautiful curls	0
1133	God is so good!!	1
1134	forcing myself to watch the movie 1984 for my book report  im lazy to read	0
1135	 thanks amy, its full of hotness	1
1136	 don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.	0
1137	Just finished watching the last of Star Wars	0
1138	Thanks    ? http://blip.fm/~5z6n8	0
1139	can`t be arsed to get out of bed  hello sunshine	0
1140	Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)	0
1141	I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)	0
1142	 btw, do you realize your profile pic makes you look much older than you say you are?	0
1143	 Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!	0
1144	 tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv	0
1145	 Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x	0
1146	 Thank yooou! I might have to get it seen to... hm...  ****	1
1147	Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite	1
1148	Sore throat. This is not good. I have four performances this weekend.	0
1149	 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc	0
1150	So disappointed about the talent lineup for 'Reventï¿½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.	0
1151	This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break	0
1152	 can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.	1
1153	 how crappy for him	0
1154	its freezing cold! i cant function right in this type of weather. starving to the max	0
1155	Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.	0
1156	 haha! sorry to hear that	0
1157	_k_2k - Y!360 closing? get out!	0
1158	 He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR	0
1159	Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol	0
1160	 aww if I could, I would...  GBY ;)	1
1161	I ate too many kisses.	0
1162	 Thanks for the warning. Good thing my heart is unbreakable.	1
1163	Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.	0
1164	 ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms	1
1165	 Well done! Happy for ya.	1
1166	 oks  yes infact we had chatted earlier on n00b.in as well	0
1167	 And you as well bro	0
1168	 im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3	0
1169	True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today	1
1170	 how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx	0
1171	Thinks FML should changed to LML (love my life)	1
1172	Ha,  i`m giving spymaster a chance - just curious! will miss u	0
1173	 Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).	0
1174	Loves the 2nd half of even days, orch and jazz band with daddy	1
1175	is tired. And turning off the Internet. You can play on it in the morning.	0
1176	Watching WALL-E.....it`s so cute but sad	0
1177	happy star wars day	1
1178	Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.	0
1179	Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!	1
1180	is tired of summer already	0
1181	There mite be a article in the trib bout portia, keep an eye out for it.	0
1182	 I`ve given up on pizza - kids would never let me have my fav  (the hot ones)	0
1183	im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead	0
1184	 Thats great	1
1185	Princess Sakura is MINE  therefor i want to use it on TJ! grr	0
1186	i wish i could teach my dog how to play xbox!  alas...no thumbs	0
1187	Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.	0
1188	 thanks! I`m totally bushed today though time for some coding	1
1189	still making icons	0
1190	gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all	0
1191	Waiting for my turn on wii fit gym closed	0
1192	Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!	1
1193	 haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess	0
1194	 shes must be a truly amazing woman for having a phenomenal son..	1
1195	 very nice...i cleared my head	1
1196	 I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.	0
1197	 Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours	0
1198	baby i need you , right here , right now	0
1199	 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party	1
